,title,station,date,company,link,carrer,work,machul,juso,search_key
1868,웹개발 전문가를 모십니다.,경기 수원시 영통구, 08/15(일),(주)티윈,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40489940&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력무관,"SI·시스템통합,프론트엔드,백엔드","5억 2,736만원",경기 수원시 영통구,자바
1869,에코플래그 신입/경력 인재채용,인천 부평구, 06/30(수),(주)에코플래그,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40331075&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,신입·경력,"솔루션업체,소프트웨어개발,SM","2억 6,526만원",인천 부평구,자바
1870,2021년 06월 서커스컴퍼니 크루 모집,서울 강남구, 06/28(월),(주)서커스컴퍼니,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40380306&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,신입·경력,"소프트웨어개발,컨텐츠제공,인사","17억 6,447만원",서울 강남구,자바
1871,[텐일레븐] 2021 경력 개발자/전문연구요원 채용,서울 마포구,내일마감,(주)텐일레븐,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40412612&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,신입·경력,"소프트웨어개발,CAD,건축설계","5억 6,714만원",서울 마포구,자바
1872,[선착순모집마감] 전액국비지원 취업준비생 모집,부산전체, 06/22(화),양정인력개발센터,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40320818&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력무관,"직업전문학교,기획,총무",매출액없음,부산 부산진구,자바
1873,2021 상반기 (주)원랩 백엔드 개발자 채용,서울 강남구, 06/30(수),(주)원랩,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40485927&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력 3~8년,"부동산중개,빌딩,서버관리","12억 1,595만원",서울 강남구,자바
1874,Nexon Company NMP(엔미디어플랫폼) 경력직 채용,경기 성남시 분당구, 06/20(일),(주)엔미디어플랫폼,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40144651&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력,"소프트웨어개발,정보설계·IA,컨텐츠기획",134억 28만원,경기 성남시 분당구,자바
1875,"솔루션개발자, 제품 선행연구개발자 신입 경력채용",서울 금천구, 07/30(금),(주)콤웨어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40418915&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력무관,"SI·시스템통합,ERP,SCM",매출액없음,서울 금천구,자바
1876,각부문 경력직 채용,대전 서구, 06/29(화),(주)케이티씨에스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40473239&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력,"용역업체,시설관리,아웃소싱",매출액없음,대전 서구,자바
1877,웹프로그래머 채용공고(경력/신입),대구 남구, 07/31(토),(주)투버미디어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40373556&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,신입·경력,"SI·시스템통합,솔루션업체,소프트웨어개발",매출액없음,대구 남구,자바
1878,S/W QA & Test Engineer 채용의 件,서울 구로구, 08/01(일),컴즈(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40378967&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력무관,"IT컨설팅,웹마스터,QA·테스터","63억 2,527만원",서울 구로구,자바
1879,웹 백엔드( Web Backend)개발자 채용,서울 서초구, 06/21(월),㈜위트콤,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40457614&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력7년,"SI·시스템통합,ASP,소프트웨어개발",매출액없음,서울 서초구,자바
1880,"한국통계정보원 [SW분야] 직원(경력,신입) 모집 공고",대전 서구,채용시,(재)한국통계정보원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40491150&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,신입·경력,"재단법인,Java,Python",52억 448만원,대전 서구,자바
1881,[플레이오토] 개발자 채용(신입/경력/보충역),서울 구로구, 06/20(일),(주)플레이오토,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40294945&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력무관,"솔루션업체,소프트웨어개발,AWS",매출액없음,서울 구로구,자바
1882,IT스타트업 '패스오더'에서 백엔드 개발자를 찾습니다.,서울 강남구, 08/09(월),(주)페이타랩,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40447786&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력무관,"전자상거래,쇼핑몰,B2B",매출액없음,부산 부산진구,자바
1883,IT스타트업 '패스오더'에서 웹 프론트엔드 개발자를 찾습니다.,서울 강남구, 08/13(금),(주)페이타랩,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40470219&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력무관,"전자상거래,쇼핑몰,B2B",매출액없음,부산 부산진구,자바
1884,"웹개발자, 솔루션 개발자 경력/신입",서울 강남구, 08/16(월),(주)앤드와이즈,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40494807&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력무관,"SI·시스템통합,솔루션업체,소프트웨어개발",29억 342만원,서울 강남구,자바
1885,[엠서클] 프론트엔드개발자 및 웹퍼블리셔 정규직 모집,서울 강남구, 06/23(수),(주)엠서클,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40495670&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력5년,"건강보조식품,의약·제약,의료·보건",매출액없음,서울 강남구,자바
1886,[엠서클] IT개발팀 웹서비스개발자 팀장급 모집,서울 강남구, 06/23(수),(주)엠서클,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40496002&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력10년,"건강보조식품,의약·제약,의료·보건",매출액없음,서울 강남구,자바
1887,클라우다이크 전부문 경력사원 채용,경기 성남시 수정구, 07/13(화),(주)클라우다이크,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40245489&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력무관,"솔루션업체,소프트웨어개발,솔루션영업","15억 4,517만원",경기 성남시 수정구,자바
1888,iOS App 개발자 모집,서울 성북구, 07/19(월),(주)아이오티포헬스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40281571&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력1년,"소프트웨어개발,Java·JSP,프론트엔드","1억 6,373만원",서울 영등포구,자바
1889,신입 및 경력직 채용,서울전체, 06/28(월),전국렌터카공제조합,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40451748&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,신입·경력,"협회,보험영업,Java·JSP",매출액없음,서울 광진구,자바
1890,2021 상반기 Linux&Android앱개발&무선통신外 경력무관 채용,서울 강남구, 06/29(화),주식회사 와이즈덴,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40482146&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력무관,"통신,안드로이드,텔레매틱스","11억 6,718만원",서울 강남구,자바
1891,[테스트웍스] 플랫폼 프론트엔드(Frontend) 개발자 경력직 모집,서울 송파구,상시채용,(주)테스트웍스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40340085&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력 1~10년,"소프트웨어개발,Java·JSP,PHP",매출액없음,서울 송파구,자바
1892,[테스트웍스] 플랫폼 백엔드(Python) 개발자 경력직 모집,서울 송파구,상시채용,(주)테스트웍스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40340152&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력 1~10년,"소프트웨어개발,Java·JSP,PHP",매출액없음,서울 송파구,자바
1893,[테스트웍스] 플랫폼 백엔드(Node.js) 개발자 경력직 모집,서울 송파구,상시채용,(주)테스트웍스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40340201&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력 1~10년,"소프트웨어개발,Java·JSP,PHP",매출액없음,서울 송파구,자바
1894,잼투인(주) ARCUS 서버 개발자 모집,경기 성남시 분당구, 07/31(토),잼투인(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40391102&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,신입·경력,"DBMS,솔루션업체,소프트웨어개발",매출액없음,경기 성남시 분당구,자바
1895,(이커머스 스타트업) 신입인턴 백엔드 개발자 충원,부산 해운대구,채용시,말랑하니(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40424853&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력무관,"전자상거래,Python,백엔드",매출액없음,부산 해운대구,자바
1896,[신입/경력] (주)아이엠폼 개발 부문 채용,서울 강남구, 07/14(수),(주)아이엠폼,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40467157&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력무관,"솔루션업체,소프트웨어개발,Java·JSP","48억 4,430만원",서울 강남구,자바
1897,[오내피플-경력] 캐치시큐에서 CTO를 모십니다.,서울 강서구, 07/31(토),(주)오내피플,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40490198&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력5년,"소프트웨어개발,AWS,Java·JSP",매출액없음,서울 강서구,자바
1898,(주)제이오텍 2021년 6월 수시채용 공고,대전 유성구, 06/30(수),(주)제이오텍,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40485277&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,신입·경력,"정밀광학,기획,전략기획","323억 5,184만원",대전 유성구,자바
1899,응용프로그램개발 정규직 모집 - 각 부문별,서울 금천구, 06/25(금),(주)아이아이에스티,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40110389&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력무관,"소프트웨어개발,Linux,VisualC·C++","68억 2,405만원",주소없음,자바
1900,"[정규직] 신입, 경력 사원 채용",경기 성남시 중원구, 08/13(금),케이티엠테크놀로지(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40464887&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력무관,"기계,기계설비,기술지원",매출액없음,경기 성남시 중원구,자바
1901,오뚜기 IT자회사 2021년 신입사원 ( IT 운영 개발 ) 모집,서울 강남구,채용시,알디에스(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40283658&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,신입,"SI·시스템통합,DRM,NI·네트워크통합","234억 1,377만원",서울 강남구,자바
1902,"안드로이드 개발자 (Kotlin, MVVM)",서울 서초구,채용시,(주)킨사이트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40297409&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력 3~8년,"모바일,유비쿼터스,블루투스",2억 596만원,서울 서초구,자바
1903,코스콤 마이데이터 플랫폼 구축 사업 퍼블리셔 채용,서울 영등포구, 07/25(일),드로닉(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40326364&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력,"소프트웨어개발,Java,HTML코딩","8억 9,228만원",경기 성남시 분당구,자바
1904,(주)비앤케이매크로 신입직원 모집합니다.,부산 해운대구, 08/13(금),(주)비앤케이매크로,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40468892&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,신입,"SI·시스템통합,소프트웨어개발,Windows","5억 6,066만원",주소없음,자바
1905,React Native 리액트 네이티브 앱 개발자,서울 강남구, 08/04(수),(주)강남엄마,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40406632&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력3년,"인터넷생활정보,IOS앱개발,Android앱개발","2억 4,140만원",서울 강남구,자바
1906,빅데이터 분석서비스 개발자과정 교육생 모집,광주 남구, 06/29(화),스마트인재개발원(사),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40329612&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력무관,"협회,서버관리,서버구축",매출액없음,광주 동구,자바
1907,"교육멘토EM, 운영부, 교육부 채용공고",인천 부평구, 06/30(수),(주)에스씨에이아카데미부평,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40394668&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력무관,"기능학원,패션·디자인학원,자격증학원",매출액없음,인천 부평구,자바
1908,"장비 운영 프로그램 개발, 외주 관리 인재 모집",부산 강서구,채용시,스포츠팍테크,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40423768&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력무관,"전자,Hardware,Android앱개발",매출액없음,부산 북구,자바
1909,CODEF 2021년 각 부문 경력 채용,서울 중구, 06/22(화),(주)코드에프,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40426823&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,신입·경력,"솔루션업체,소프트웨어개발,시스템영업","28억 4,249만원",서울 중구,자바
1910,㈜이엠넷 개발자 / 영업기획자 / AE 채용 (신입/경력),서울 구로구, 06/20(일),(주)이엠넷,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40452615&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,신입·경력,"광고기획사,광고대행사,광고영업",매출액없음,서울 구로구,자바
1911,㈜트리즈엔지니어링 소프트웨어 개발 신입/경력 모집,경기 화성시, 06/23(수),(주)트리즈엔지니어링,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40306212&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,신입·경력,"기계,기계설계,CAD·CAM","31억 1,926만원",주소없음,자바
1912,2021년 하반기 각 부문 신입/경력사원 채용,서울 영등포구,오늘마감,(주)엠그램,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40381882&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,신입·경력,"솔루션업체,소프트웨어개발,PM","22억 5,840만원",서울 영등포구,자바
1913,각 부문별 신입 및 경력사원 채용,서울 구로구, 06/20(일),(주)유니콤넷,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40403766&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,신입·경력,"네트웍구축,통신,일반영업","123억 9,241만원",서울 구로구,자바
1914,네비웍스 각 부문별 경력/신입 정규직 모집,경기 안양시 동안구, 06/21(월),(주)네비웍스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40463118&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,신입·경력,"소프트웨어개발,총무,경리","80억 4,514만원",경기 안양시 동안구,자바
1915,2021년 상반기 각 부문별 채용,경기 수원시 권선구, 06/30(수),(주)큐드,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40348309&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,신입·경력,"소프트웨어개발,HW·SW 영업,기술영업(IT)",매출액없음,경기 수원시 권선구,자바
1916,대한펜싱협회 전산직 정규직 채용 공고,서울 송파구, 06/27(일),(사)대한펜싱협회,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40481625&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력무관,"협회,서버관리,Java",매출액없음,서울 송파구,자바
1917,관광스타트업 Front Developer (프론트개발자) 모집,경기 안양시 동안구, 06/24(목),석세스모드,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40483759&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력무관,"모바일,아이폰,안드로이드",매출액없음,경기 안양시 동안구,자바
1918,[카카오커머스] 기술직군 모집,경기 성남시 분당구,상시채용,(주)카카오커머스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40411572&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력1년,"전자상거래,쇼핑몰,B2C",매출액없음,경기 성남시 분당구,자바
1919,[글로벌 무역 플랫폼 스타트업] CTO,서울 강남구, 06/21(월),커리어셀파,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40474048&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력무관,"DW,시스템관리,소프트웨어개발",8억 532만원,서울 강남구,자바
1920,2021 신입/경력 SW 개발자 공개채용,인천 부평구, 08/09(월),(주)데이터하이브,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40442141&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력무관,"소프트웨어개발,Java·JSP,PHP",6억 682만원,인천 부평구,자바
1921,[전액국비/4차산업] IoT시스템 임베디드 개발자(사물인터넷),대전 동구, 06/30(수),대전대학교,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40377574&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,신입·경력,"교육기관,대학교,화학",매출액없음,대전 동구,자바
1922,백엔드 개발자 (Go/Kotlin),서울 강남구, 07/31(토),(주)헤이드컴퍼니,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40374082&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력무관,"인터넷건강·의학,Linux,Java",매출액없음,서울 강남구,자바
1923,[세종사이버대학교] 정규직원 채용 공고(시스템개발 및 운영),서울 광진구, 07/11(일),세종사이버대학교,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40447755&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력무관,"대학교,Java,Python",매출액없음,서울 광진구,자바
1924,연구&개발 인력 신입채용공고,부산 해운대구, 07/31(토),(주)이지스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40464116&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,신입,"SI·시스템통합,시스템관리,솔루션업체","86억 2,572만원",대구 남구,자바
1925,[허브디앤씨] 웹/앱 프론트엔드/백엔드 개발자,서울 강남구, 06/20(일),허브디앤씨,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=39339290&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,신입·경력,"SI·시스템통합,ERP,CRM",18억원,서울 강남구,자바
1926,HNFincore(舊 현대페이) 각 부문별 채용공고,서울 중구, 06/30(수),에이치엔핀코어(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40310196&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력,"SI·시스템통합,소프트웨어개발,더존","7억 9,207만원",부산 해운대구,자바
1927,[닥터다이어리] iOS 개발자 채용,서울 마포구, 06/30(수),(주)닥터다이어리,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40359821&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,신입·경력,"시각디자인,Java·JSP,HTML","44억 8,778만원",서울 마포구,자바
1928,"웹 응용SW개발(프론트엔드,백엔드) 경력/신입 채용 - 정규직",서울 강남구, 07/13(화),(주)지원앤컴,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40465265&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,신입·경력,"솔루션업체,ASP,소프트웨어개발",매출액없음,서울 강남구,자바
1929,[메가존클라우드] Pre-Sales & Consulting 채용,서울 강남구, 06/30(수),메가존클라우드(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=39673459&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력무관,"웹에이전시,마케팅전략·기획,시장조사·분석",매출액없음,서울 강남구,자바
1930,㈜케이씨에스 신입/경력사원 모집,서울 마포구, 06/19(토),㈜케이씨에스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40437861&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,신입·경력,"시스템관리,솔루션업체,소프트웨어개발","395억 1,721만원",서울 마포구,자바
1931,웹개발/준법감시인(컴플라이언스)/캄보디아 마케팅/업무지원,서울 강남구, 06/20(일),에스비아이코스머니(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40216773&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력,"국제금융,기획,전략기획",매출액없음,서울 강남구,자바
1932,[신입/경력]센스 넘치는 개발자를 모집 (웹/모바일/AR증강현실),서울 금천구, 07/11(일),(주)몽키소프트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40229518&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,신입·경력,"SI·시스템통합,소프트웨어개발,Java·JSP","2억 7,073만원",서울 금천구,자바
1933,(주)앤트썸 2021년 부문별 신입 사원 채용,서울 구로구, 08/14(토),(주)앤트썸,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40481748&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,신입,"소프트웨어개발,프론트엔드,백엔드",4억 824만원,서울 구로구,자바
1934,[SK그룹] (경력 채용) FSK L&S 물류 IT시스템 운영,경기 성남시 분당구, 08/13(금),에프에스케이엘앤에스(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40469295&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력 2~12년,"물류업,Java·JSP,Java",매출액없음,경기 성남시 분당구,자바
1935,[파우더룸] 인턴 에디터&서비스운영/디자이너/QA/마케팅/개발 모집,서울 강남구, 06/27(일),(주)파우컴퍼니,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40490044&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력무관,"컨텐츠제공,여성포털,커뮤니티","55억 4,496만원",서울 강남구,자바
1936,백호프오토메이션 영업/엔지니어 신입/경력 채용,서울 금천구, 06/30(수),백호프오토메이션(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40471223&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,신입·경력,"전기,전기설비,전기설계","224억 2,898만원",서울 금천구,자바
1937,일하면서 프로그램을 배우고 싶은 분,대전 유성구, 08/14(토),㈜한국머털테크,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40479364&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력무관,"SI·시스템통합,ERP,CRM",매출액없음,대전 유성구,자바
1938,"영업/디자인/회계, 경리/물류/앱개발 신입 및 경력 채용 (회사분위기 최고)",서울 서초구, 06/27(일),(주)유엔아이메디컬,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40497239&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,신입·경력,"경리,결산·정산,Excel·도표",매출액없음,서울 서초구,자바
1939,㈜엑스퍼트컨설팅 HRM부문 신입 및 경력 채용,서울 송파구,채용시,㈜엑스퍼트컨설팅,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40432948&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,신입·경력,"컨설팅,총무,사무","170억 8,142만원",서울 송파구,자바
1940,언론홍보 및 사회공헌 (4년 이상) 인재채용,서울 금천구,채용시,(주)컴투스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40400693&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력 4~8년,"모바일게임,모바일APP,홍보",매출액없음,서울 금천구,자바
1941,(주)펜타브리드 웹퍼블리셔 경력 모집,서울 서초구, 06/23(수),펜타브리드,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40305647&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력5년↓,"광고기획사,광고대행사,UI·UX디자인","170억 2,498만원",서울 서초구,자바
1942,"로봇관련기구 H/W, F/W, S/W개발자 채용(전문연구요원가능)",대전 유성구, 06/30(수),(주)라스테크,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40485449&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력무관,"기구설계,회로설계,자동제어","35억 9,090만원",대전 유성구,자바
1943,쇼핑몰 물류관리 C/S관리 정직원 (경력/신입) 쉬운 업무,서울 구로구, 08/14(토),(주)팡홀딩스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40479517&location=ts&searchword=%EC%9E%90%EB%B0%94&searchType=default_popular&paid_fl=n,경력무관,"유통업,물류업,물류센터","7억 5,251만원",서울 구로구,자바
